genre_id,name
1,Action
46,Award Winning
24,Sci-Fi
2,Adventure
8,Drama
7,Mystery
37,Supernatural
10,Fantasy
30,Sports
4,Comedy
22,Romance
41,Suspense
9,Ecchi
5,Avant Garde
47,Gourmet
14,Horror
26,Girls Love
28,Boys Love
12,Hentai
36,Slice of Life
49,Erotica
